#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-29T23:08:58 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-29T23:08:58	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FAJ%2F152%2F50&-out.all&-out.max=2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AJ_152_50_table2:
#Name: J/AJ/152/50/table2
#Title: Summary group properties
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Nest	(I6)	[100001/400002]? 2MASS "nest" group identification (Tully 2015, Cat. J/AJ/149/171)	[ucd=meta.id]
#Column	o_<DM>	(I3)	[1/161] Number of galaxies in group with distance measures (N_d_^gp^)	[ucd=meta.number]
#Column	<DM>	(F5.2)	[18.4/38.5] Weighted average group distance modulus (<{mu}>^gp^)	[ucd=phot.mag.distMod]
#Column	e_<DM>	(F5.2)	[0.02/0.54] One standard deviation uncertainty in <DM> ({epsilon}_{mu}_^gp^)	[ucd=stat.error]
#Column	<Dist>	(F5.1)	[0/494.3] Luminosity distance to group; weighted average of distance moduli	[ucd=pos.distance;pos.heliocentric]
#Column	Abell	(A5)	Abell Cluster identification (ASxxx are from the southern supplement list)	[ucd=meta.id]
#Column	GName	(a9)	Alternative name for group or cluster	[ucd=meta.id]
#Column	Npv	(I3)	[1/197] Number of galaxies in group with positions and velocities in the 2MRS catalog (Huchra et al. 2012, Cat. J/ApJS/199/26) (N_v_)	[ucd=meta.number]
#Column	PGC1	(I7)	[14/9003164] Principal Galaxies Catalog identifier of brightest group member	[ucd=meta.id.assoc]
#Column	GLON	(F6.2)	Group Galactic longitude (Glon^gp^)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Group Galactic latitude (Glat^gp^)	[ucd=pos.galactic.lat]
#Column	SGLON	(F8.4)	Group Supergalactic longitude (SGL^gp^) (G1)	[ucd=pos.supergalactic.lon]
#Column	SGLAT	(F8.4)	Group Supergalactic latitude (SGB^gp^) (G1)	[ucd=pos.supergalactic.lat]
#Column	logLKs	(F5.2)	[0/14.43] Log summed Ks luminosity of group (LogL^gp^) (G2)	[ucd=phys.luminosity;em.IR.K]
#Column	CF	(F6.2)	[0/118.1] Luminosity selection function correction factor (cf)	[ucd=arith.factor]
#Column	sigP	(I4)	[0/2303] Projected velocity dispersion ({sigma}_p_) (G3)	[ucd=phys.veloc.dispersion]
#Column	R2t	(F7.4)	[0/84] Projected second turnaround radius (R_2t_) (G4)	[ucd=phys.size.radius]
#Column	<HV>	(I5)	[-376/29980] Group heliocentric velocity (V_h_^gp^)	[ucd=phys.veloc;pos.heliocentric]
#Column	<Vgsr>	(I5)	[-189/29883] Group velocity in Galactic standard of rest (V_gsr_^gp^) (G5)	[ucd=phys.veloc;pos.galactocentric]
#Column	<Vls>	(I5)	[-158/29882] Group velocity in Local Sheet standard of rest (Tully et al. 2008, Cat. J/ApJ/676/184) (V_ls_^gp^)	[ucd=phys.veloc;pos.lsr]
#Column	<Vcmb>	(I5)	[-669/29820] Group velocity in CMB standard of rest (Fixsen et al. 1996ApJ...473..576F) (V_cmb_^gp^)	[ucd=phys.veloc;pos.cmb]
#Column	<Vcmba>	(I5)	[-668/32110] Group velocity in CMB standard of rest, adjusted (V_mod_^gp^) (G6)	[ucd=phys.veloc;pos.cmb]
#Column	sigma	(I4)	[0/2401]? RMS group velocity dispersion (V_rms_)	[ucd=stat.stdev;phys.veloc.dispersion;pos.lg]
#Column	Mvir	(F9.3)	[0/29467] Group mass from virial theorem (M_12_^bw^) (G7)	[ucd=phys.mass]
#Column	Mlum	(F10.4)	[0/24401] Group mass from luminosity (M_12_^L^) (G8)	[ucd=phys.mass]
#Column	LDC	(I4)	[3/1538]? Low density group identifier (Crook et al. 2007, Cat. J/ApJ/655/790)	[ucd=meta.id]
#Column	HDC	(I4)	[2/1258]? High density group identifier (Crook et al. 2007, Cat. J/ApJ/655/790)	[ucd=meta.id]
#Column	2M++	(I4)	[0/4715]? Group identifier from 2MASS++ catalog (Lavaux & Hudson 2011, Cat. J/MNRAS/416/2840)	[ucd=meta.id]
#Column	MK2011	(I7)	[0/5067059] Group identifier from MK2011 catalog (Makarov & Karachentsev 2011, Cat. J/MNRAS/412/2498) (M&K)	[ucd=meta.id;meta.main]
#Column	Icnt	(I4)	[0/2941]? Internal reference identifier	[ucd=meta.id]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Nest	o_<DM>	<DM>	e_<DM>	<Dist>	Abell	GName	Npv	PGC1	GLON	GLAT	SGLON	SGLAT	logLKs	CF	sigP	R2t	<HV>	<Vgsr>	<Vls>	<Vcmb>	<Vcmba>	sigma	Mvir	Mlum	LDC	HDC	2M++	MK2011	Icnt	Simbad	_RA.icrs	_DE.icrs
     836	   5377	LEDA	 65.16	P            	1	34.07	 0.50	     	     	       	 	     	     	     	34.07	 0.50	 1.7	01 26 44.8	-03 30 05	144.1080	-64.9115	295.2046	 -8.5773	-5.0	 0.165	16.00	     	 5789	 5841	 5884	 5486	 5565	          	208873	  1	34.07	 0.50	 65.2	     	         	  1	   5377	144.11	-64.91	295.2047	 -8.5773	11.16	  1.32	 147	 0.400	 5789	 5841	 5884	 5486	 5565	   0	         	    6.387	    	    	    	       	    	  1	  2	  0	  0	  0	2M	LEDA    5377
     837	   5382	LEDA	 48.53	I            	1	33.43	 0.54	     	     	       	 	     	33.43	 0.54	     	     	    	01 26 44.0	+17 15 52	134.8436	-44.7894	315.2169	 -2.6629	 2.1	 0.575	15.04	     	 2589	 2705	 2767	 2283	 2297	UGC01020  	212171	  1	33.43	 0.54	 48.5	     	         	  1	   5382	134.84	-44.79	315.2169	 -2.6629	 9.88	  1.02	  50	 0.135	 2589	 2705	 2767	 2283	 2297	   0	         	    0.244	    	    	    	       	    	  0	  0	  1	  0	  0	2M	LEDA    5382
     838	   5391	LEDA	141.91	P            	1	35.76	 0.50	     	     	       	 	     	     	     	35.76	 0.50	 1.0	01 26 49.9	-08 29 27	148.7672	-69.5675	290.3271	 -9.8880	-1.0	 0.108	16.08	     	14904	14939	14977	14608	15166	          	201026	  2	35.61	 0.35	132.4	     	         	  3	   5434	148.53	-69.62	290.2942	 -9.8008	12.66	  7.64	 553	 1.503	14804	14840	14877	14507	15061	 203	         	  338.667	    	    	3091	       	    	  1	  2	  0	  0	  0	2M	LEDA    5391
     839	   5396	LEDA	 63.10	H            	1	34.00	 0.40	34.00	 0.40	       	 	     	     	     	     	     	    	01 26 54.5	-36 33 21	266.5702	-77.9451	262.1239	-15.5760	 5.0	 0.083	15.81	12.31	 5911	 5851	 5853	 5692	 5778	ESO353-001	      	  1	34.00	 0.40	 63.1	     	         	  1	   5396	266.57	-77.95	262.1239	-15.5760	     	      	    	      	 5911	 5851	 5853	 5692	 5778	    	         	         	    	    	    	       	    	  0	  2	  0	  0	  1	2M	LEDA    5396
     840	   5401	LEDA	 87.50	H            	1	34.71	 0.40	34.71	 0.40	       	 	     	     	     	     	     	    	01 27 02.2	+33 57 19	131.3150	-28.3361	331.1600	  2.2942	 3.1	 0.177	15.85	     	 4140	 4296	 4368	 3861	 3900	AGC110334 	200006	 21	34.03	 0.07	 64.1	     	NGC507   	 47	   5098	130.71	-28.80	330.6255	  2.7526	12.63	  1.19	 539	 1.464	 4853	 5010	 5082	 4571	 4626	 424	  257.333	  313.333	  79	  73	4352	       	2042	  0	  0	  0	  0	  1	2M	LEDA    5401
     841	   5402	LEDA	103.28	P            	1	35.07	 0.50	     	     	       	 	     	     	     	35.07	 0.50	 3.0	01 27 02.4	-10 15 55	151.0691	-71.1657	288.5944	-10.3800	-1.9	 0.131	14.99	     	 6996	 7025	 7060	 6703	 6821	          	208573	  1	35.07	 0.50	103.3	     	         	  1	   5402	151.07	-71.17	288.5945	-10.3800	11.21	  1.56	 154	 0.417	 6996	 7025	 7060	 6703	 6821	   0	         	    7.280	    	    	    	       	    	  1	  2	  0	  0	  0	2M	LEDA    5402
     842	   5404	LEDA	 72.78	H            	1	34.31	 0.40	34.31	 0.40	       	 	     	     	     	     	     	    	01 27 05.4	-35 51 21	264.1354	-78.4386	262.8486	-15.5111	 5.0	 0.083	15.29	     	 6029	 5972	 5974	 5807	 5896	AGC021112 	201129	  3	34.30	 0.25	 72.4	     	         	  3	   5468	262.98	-78.33	262.9762	-15.7404	11.62	  1.32	 221	 0.600	 5610	 5553	 5555	 5389	 5466	 142	         	   21.600	  84	  80	3948	       	    	  0	  2	  1	  0	  1	2M	LEDA    5404
     843	   5407	LEDA	187.07	P            	1	36.36	 0.50	     	     	       	 	     	     	     	36.36	 0.50	 4.0	01 27 08.4	-03 13 11	144.1128	-64.6133	295.5056	 -8.5970	 5.0	 0.168	15.56	     	13972	14025	14068	13669	14159	          	204872	  2	35.85	 0.35	147.6	     	         	  1	1073167	144.11	-64.61	295.4323	 -8.6454	12.03	  6.20	 317	 0.861	13972	14025	14068	13669	14159	   0	         	   63.867	    	    	3131	       	    	  1	  2	  0	  0	  0	2M	LEDA    5407
     844	   5411	LEDA	 84.33	H            	1	34.63	 0.40	34.63	 0.40	       	 	     	     	     	     	     	    	01 27 09.5	+14 46 34	135.6966	-47.2081	312.8685	 -3.5009	 4.4	 0.171	14.41	11.34	 6445	 6553	 6614	 6138	 6237	IC1704    	201212	  1	34.63	 0.40	 84.3	     	         	  3	   5271	135.17	-47.22	312.8281	 -3.1457	11.64	  1.43	 225	 0.612	 6447	 6557	 6618	 6139	 6238	 103	         	   22.800	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    5411
     845	   5414	LEDA	124.74	P            	1	35.48	 0.50	     	     	       	 	     	     	     	35.48	 0.50	 3.0	01 27 09.9	-20 24 15	175.3712	-79.4223	278.5286	-12.7409	 1.9	 0.096	15.04	     	10065	10060	10082	 9794	10046	          	202620	  2	35.67	 0.35	136.5	     	         	  2	   5414	174.84	-79.34	278.6589	-12.7118	11.84	  2.54	 269	 0.729	10077	10072	10095	 9806	10058	  38	         	   38.667	    	    	    	       	    	  1	  2	  0	  0	  0	2M	LEDA    5414
     846	   5422	LEDA	 67.30	P            	1	34.14	 0.50	     	     	       	 	     	     	     	34.14	 0.50	 1.7	01 27 13.6	-21 46 26	181.5308	-80.2580	277.1579	-13.0419	-2.0	 0.073	14.61	     	 5564	 5554	 5575	 5297	 5371	          	209743	  2	33.93	 0.31	 61.2	     	         	  1	   5422	181.53	-80.26	277.1580	-13.0417	10.99	  1.29	 127	 0.344	 5564	 5554	 5575	 5297	 5371	   0	         	    4.067	    	    	    	       	    	  1	  2	  1	  0	  0	2M	LEDA    5422
     847	   5423	LEDA	143.22	H            	1	35.78	 0.40	35.78	 0.40	       	 	     	     	     	     	     	    	01 27 21.2	+11 58 32	136.6539	-49.9369	310.2002	 -4.3732	 1.0	 0.196	15.62	11.02	 9441	 9541	 9599	 9132	 9352	UGC01029  	202972	  1	35.78	 0.40	143.2	     	         	  2	   5423	136.54	-49.93	310.2040	 -4.3033	11.80	  2.25	 259	 0.704	 9502	 9603	 9661	 9193	 9415	   4	         	   34.800	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    5423
     848	   5424	LEDA	 79.80	F,P          	2	34.51	 0.34	34.36	 0.46	       	 	     	     	     	34.68	 0.50	 2.3	01 27 16.2	-01 16 19	142.8098	-62.7527	297.4110	 -8.1060	-4.6	 0.141	15.12	10.84	 4756	 4815	 4860	 4451	 4504	UGC01030  	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  95	  78	3814	       	2061	  1	  2	  0	  0	  1	2M	LEDA    5424
     849	   5425	LEDA	 74.13	P            	1	34.35	 0.50	     	     	       	 	     	     	     	34.35	 0.50	 2.0	01 27 16.2	-01 58 15	143.2825	-63.4181	296.7310	 -8.2944	-3.7	 0.168	15.24	     	 4949	 5006	 5050	 4645	 4702	          	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  95	  78	3814	       	    	  1	  2	  1	  0	  0	2M	LEDA    5425
     850	   5430	LEDA	 49.66	F,P          	2	33.48	 0.34	33.88	 0.46	       	 	     	     	     	33.01	 0.50	 2.0	01 27 25.4	-01 54 47	143.3241	-63.3511	296.7978	 -8.3159	-2.4	 0.152	13.89	 9.83	 5450	 5507	 5551	 5146	 5216	NGC0560   	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  95	  78	3814	       	2061	  1	  2	  1	  0	  1	2M	LEDA    5430
     851	   5436	LEDA	 44.06	F            	1	33.22	 0.46	33.22	 0.46	       	 	     	     	     	     	     	    	01 27 35.9	-01 06 18	142.8704	-62.5687	297.5958	 -8.1401	-0.1	 0.117	14.76	10.93	 4448	 4507	 4553	 4143	 4189	UGC01040  	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  95	  78	3814	       	2061	  0	  2	  0	  0	  1	2M	LEDA    5436
     852	   5437	LEDA	244.34	P            	1	36.94	 0.50	     	     	       	 	     	     	     	36.94	 0.50	 3.0	01 27 33.4	-04 40 59	145.5110	-65.9588	294.1050	 -9.0834	-2.3	 0.163	15.09	     	14397	14445	14486	14096	14617	          	200678	  4	36.70	 0.25	218.5	     	         	  4	   5437	144.93	-66.10	293.9845	 -8.8360	12.87	  6.58	 666	 1.809	14322	14370	14412	14020	14537	 188	         	  590.667	    	    	3113	       	    	  1	  2	  1	  0	  0	2M	LEDA    5437
     853	   5439	LEDA	173.78	P            	1	36.20	 0.50	     	     	       	 	     	     	     	36.20	 0.50	 3.0	01 27 34.4	-04 39 07	145.4946	-65.9282	294.1364	 -9.0793	-2.3	 0.160	16.63	     	14956	15004	15045	14655	15217	PGC005439 	200678	  4	36.70	 0.25	218.5	     	         	  4	   5437	144.93	-66.10	293.9845	 -8.8360	12.87	  6.58	 666	 1.809	14322	14370	14412	14020	14537	 188	         	  590.667	    	    	3113	       	    	  1	  2	  0	  0	  0	2M	LEDA    5439
     854	   5440	LEDA	 54.45	H,I          	2	33.68	 0.30	33.60	 0.40	       	 	     	33.77	 0.45	     	     	    	01 27 34.9	+31 33 16	131.8848	-30.6879	328.9037	  1.4624	 5.8	 0.189	14.10	10.84	 4058	 4209	 4280	 3774	 3812	UGC01033  	211541	  1	33.68	 0.30	 54.5	     	         	  1	   5440	131.88	-30.69	328.9039	  1.4624	10.51	  1.10	  83	 0.225	 4058	 4209	 4280	 3774	 3812	   0	         	    1.141	    	    	    	       	2042	  0	  0	  1	  0	  1	2M	LEDA    5440
     855	   5446	LEDA	187.93	P            	1	36.37	 0.50	     	     	       	 	     	     	     	36.37	 0.50	 2.0	01 27 36.0	-04 59 51	145.8040	-66.2501	293.8005	 -9.1762	-5.0	 0.181	15.76	     	14110	14156	14198	13809	14309	          	200678	  4	36.70	 0.25	218.5	     	         	  4	   5437	144.93	-66.10	293.9845	 -8.8360	12.87	  6.58	 666	 1.809	14322	14370	14412	14020	14537	 188	         	  590.667	    	    	3113	       	    	  1	  2	  0	  0	  0	2M	LEDA    5446
     856	   5447	LEDA	 57.54	H            	1	33.80	 0.40	33.80	 0.40	       	 	     	     	     	     	     	    	01 27 37.8	-21 38 35	181.2224	-80.1059	277.3092	-13.1066	 5.0	 0.102	15.82	12.46	 5465	 5455	 5476	 5198	 5269	ESO542-016	209743	  2	33.93	 0.31	 61.2	     	         	  1	   5422	181.22	-80.11	277.1580	-13.0417	10.99	  1.29	 127	 0.344	 5465	 5455	 5476	 5198	 5269	   0	         	    4.067	    	    	    	       	    	  0	  2	  0	  0	  1	2M	LEDA    5447
     857	   5450	LEDA	 62.52	H,I          	2	33.98	 0.30	33.95	 0.40	       	 	     	34.02	 0.45	     	     	    	01 27 40.6	+37 10 58	130.8970	-25.1277	334.2820	  3.1357	 4.0	 0.207	13.76	10.31	 5188	 5350	 5424	 4917	 4981	NGC00551  	209702	  1	33.98	 0.30	 62.5	     	         	  1	   5450	130.90	-25.13	334.2821	  3.1358	11.00	  1.23	 128	 0.347	 5188	 5350	 5424	 4917	 4981	   0	         	    4.173	    	    	    	       	2042	  0	  0	  1	  0	  1	2M	LEDA    5450
     858	   5455	LEDA	 76.56	F,P          	2	34.42	 0.34	34.38	 0.46	       	 	     	     	     	34.47	 0.50	 2.0	01 27 48.2	-01 52 46	143.5017	-63.2896	296.8563	 -8.3983	-4.9	 0.138	13.52	 9.74	 5832	 5889	 5933	 5528	 5609	NGC0564   	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  95	  78	3814	       	2061	  1	  2	  1	  0	  1	2M	LEDA    5455
     859	   5466	LEDA	152.76	P            	1	35.92	 0.50	     	     	       	 	     	     	     	35.92	 0.50	 2.7	01 28 01.4	-16 51 26	164.2989	-76.6917	282.1192	-12.1658	-1.0	 0.088	15.68	     	13908	13914	13941	13629	14116	          	204524	  1	35.92	 0.50	152.8	     	         	  1	   5466	164.30	-76.69	282.1193	-12.1657	12.16	  5.93	 356	 0.967	13908	13914	13941	13629	14116	   0	         	   90.133	    	    	    	       	    	  1	  2	  0	  0	  0	2M	LEDA    5466
     860	   5468	LEDA	 82.41	P            	1	34.58	 0.50	     	     	       	 	     	     	     	34.58	 0.50	 2.3	01 27 57.0	-35 43 04	263.0313	-78.4165	263.0168	-15.6637	-3.0	 0.069	13.61	     	 5678	 5621	 5623	 5456	 5535	          	201129	  3	34.30	 0.25	 72.4	     	         	  3	   5468	262.98	-78.33	262.9762	-15.7404	11.62	  1.32	 221	 0.600	 5610	 5553	 5555	 5389	 5466	 142	         	   21.600	  84	  80	3948	       	    	  1	  4	  1	  0	  0	2M	LEDA    5468
     861	   5473	LEDA	 72.44	H            	1	34.30	 0.40	34.30	 0.40	       	 	     	     	     	     	     	    	01 28 00.9	+32 01 58	131.8999	-30.2008	329.3878	  1.5192	 3.0	 0.173	14.54	     	 6407	 6558	 6630	 6124	 6223	UGC01045  	      	  1	34.30	 0.40	 72.4	     	         	  1	   5473	131.90	-30.20	329.3878	  1.5192	     	      	    	      	 6407	 6558	 6630	 6124	 6223	    	         	         	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    5473
     862	   5474	LEDA	 73.11	F,P          	2	34.32	 0.34	33.49	 0.46	       	 	     	     	     	35.30	 0.50	 3.0	01 28 02.1	-00 44 18	142.8546	-62.1861	297.9823	 -8.1456	-2.3	 0.116	15.75	11.67	 5700	 5760	 5806	 5395	 5472	PGC005474 	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	    	    	3814	       	2061	  1	  2	  0	  0	  1	2M	LEDA    5474
     863	   5481	LEDA	 49.20	P            	1	33.46	 0.50	     	     	       	 	     	     	     	33.46	 0.50	 2.0	01 28 10.2	-01 18 22	143.3002	-62.7162	297.4393	 -8.3319	 1.0	 0.137	14.46	     	 4528	 4586	 4632	 4224	 4271	          	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  95	  78	3814	       	    	  1	  2	  1	  0	  0	2M	LEDA    5481
     864	   5484	LEDA	 67.92	P            	1	34.16	 0.50	     	     	       	 	     	     	     	34.16	 0.50	 2.3	01 28 13.0	-01 54 55	143.7446	-63.2913	296.8493	 -8.5073	-1.9	 0.139	15.23	     	 4808	 4864	 4909	 4505	 4558	          	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  95	  78	3814	       	    	  1	  2	  1	  0	  0	2M	LEDA    5484
     865	   5515	LEDA	110.15	P            	1	35.21	 0.50	     	     	       	 	     	     	     	35.21	 0.50	 1.0	01 28 44.6	-23 24 38	191.1895	-80.7870	275.5831	-13.7158	 2.0	 0.038	15.28	     	12751	12734	12753	12489	12899	          	205030	  1	35.21	 0.50	110.2	     	         	  1	   5515	191.19	-80.79	275.5831	-13.7158	11.97	  4.40	 301	 0.817	12751	12734	12753	12489	12899	   0	         	   54.533	    	    	    	       	    	  1	  2	  0	  0	  0	2M	LEDA    5515
     866	   5518	LEDA	 72.11	I            	1	34.29	 0.54	     	     	       	 	     	34.29	 0.54	     	     	    	01 28 48.7	+34 20 44	131.6553	-27.8922	331.6432	  2.0617	 6.2	 0.163	17.29	     	 2660	 2816	 2888	 2383	 2398	UGC01054  	      	  1	34.29	 0.54	 72.1	     	         	  1	   5518	131.66	-27.89	331.6432	  2.0617	     	      	    	      	 2660	 2816	 2888	 2383	 2398	    	         	         	    	    	    	       	    	  0	  0	  1	  0	  0	2M	LEDA    5518
     867	   5525	LEDA	149.28	P            	1	35.87	 0.50	     	     	       	 	     	     	     	35.87	 0.50	 3.3	01 28 52.0	-19 57 58	175.0298	-78.8331	279.0546	-13.0384	 0.0	 0.097	16.72	     	10104	10099	10122	 9833	10088	PGC005525 	202620	  2	35.67	 0.35	136.5	     	         	  2	   5414	174.84	-79.34	278.6589	-12.7118	11.84	  2.54	 269	 0.729	10077	10072	10095	 9806	10058	  38	         	   38.667	    	    	    	       	    	  1	  2	  0	  0	  0	2M	2MASX J01285195-1957582
     868	   5527	LEDA	 83.18	H            	1	34.60	 0.40	34.60	 0.40	       	 	     	     	     	     	     	    	01 28 53.3	+13 47 36	136.6106	-48.0808	312.0528	 -4.1926	 4.0	 0.176	14.93	11.35	 6344	 6448	 6508	 6038	 6134	UGC01057  	210435	  1	34.60	 0.40	 83.2	     	         	  1	   5527	136.61	-48.08	312.0520	 -4.1936	10.84	  1.42	 111	 0.301	 6344	 6448	 6508	 6038	 6134	   0	         	    2.733	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    5527
     869	   5534	LEDA	 83.18	H            	1	34.60	 0.40	34.60	 0.40	       	 	     	     	     	     	     	    	01 28 55.8	-01 49 09	144.0514	-63.1433	296.9915	 -8.6530	 5.0	 0.142	15.77	     	 4771	 4827	 4872	 4468	 4521	UGC001060 	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	    	    	3814	       	2061	  0	  1	  0	  0	  1	2M	LEDA    5534
     870	   5539	LEDA	 57.54	P            	1	33.80	 0.50	     	     	       	 	     	     	     	33.80	 0.50	 4.0	01 28 58.6	-00 56 56	143.4750	-62.3141	297.8420	 -8.4294	 1.0	 0.099	13.72	     	 5542	 5601	 5646	 5238	 5311	          	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  83	  82	3814	       	    	  1	  2	  1	  0	  0	2M	LEDA    5539
     871	   5540	LEDA	 52.97	P            	1	33.62	 0.50	     	     	       	 	     	     	     	33.62	 0.50	 3.0	01 28 59.6	-00 33 43	143.2258	-61.9449	298.2196	 -8.3280	-1.4	 0.106	14.01	     	 5477	 5537	 5583	 5173	 5244	          	200011	 36	34.21	 0.07	 69.4	A0194	         	 43	   5324	142.77	-63.00	297.1729	 -8.0829	12.57	  1.26	 511	 1.388	 5321	 5380	 5425	 5016	 5083	 460	  261.333	  266.667	  83	  82	3814	       	    	  1	  2	  1	  0	  0	2M	LEDA    5540
     872	   5544	LEDA	 66.37	H            	1	34.11	 0.40	34.11	 0.40	       	 	     	     	     	     	     	    	01 29 03.1	-35 35 56	261.8321	-78.3408	263.1722	-15.8680	 3.1	 0.065	14.31	10.75	 5720	 5662	 5665	 5499	 5579	NGC0574   	201129	  3	34.30	 0.25	 72.4	     	         	  3	   5468	262.98	-78.33	262.9762	-15.7404	11.62	  1.32	 221	 0.600	 5610	 5553	 5555	 5389	 5466	 142	         	   21.600	  84	  80	3948	       	    	  0	  2	  1	  0	  1	2M	LEDA    5544
     873	   5552	LEDA	131.22	H            	1	35.59	 0.40	35.59	 0.40	       	 	     	     	     	     	     	    	01 29 13.3	+33 40 05	131.8773	-28.5463	331.0234	  1.7745	 3.0	 0.251	15.61	     	 6606	 6760	 6832	 6328	 6434	AGC110363 	      	  1	35.59	 0.40	131.2	     	         	  1	   5552	131.88	-28.55	331.0234	  1.7745	     	      	    	      	 6606	 6760	 6832	 6328	 6434	    	         	         	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    5552
     874	   5555	LEDA	 56.75	H            	1	33.77	 0.40	33.77	 0.40	       	 	     	     	     	     	     	    	01 29 11.1	+11 08 26	137.6299	-50.6508	309.5318	 -5.0476	 4.7	 0.314	15.61	     	 5797	 5893	 5951	 5490	 5569	UGC01065  	210914	  1	33.77	 0.40	 56.8	     	         	  1	   5548	137.63	-50.65	309.5184	 -5.0347	10.72	  1.32	 100	 0.271	 5797	 5893	 5951	 5490	 5569	   0	         	    1.987	    	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    5555
